Rk,Player,AV,Y/Tgt,Season,Age,Team,G,GS,Tgt,Rec,Yds,Y/R,TD,Y/G,Ctch%,1D,Succ%,Touch,TotOff,YScm,RtY,OffSnp,Snap_perc,DefSnp,Def%,STSnp,ST %,AV,Pos
2326,Jehu Chesson,0,4.5,2017,24,KAN,12,1,4,2,18,9,0,1.5,50,2,50,2,0,18,65,83,8.1,0,0,215,46.5,0,WR
2327,Jehu Chesson,0,3.5,2018,25,WAS,12,0,2,1,7,7,0,0.6,50,1,0,2,-4,3,0,7,0.7,0,0,268,65.8,0,WR
2328,Gerald Christian,0,7,2016,25,BUF,3,0,2,1,14,14,0,4.7,50,1,50,1,0,14,0,18,1.7,0,0,3,0.6,0,TE
2329,Michael Clark,0,2.9,2017,22,GNB,2,0,14,4,41,10.3,0,20.5,28.6,2,28.6,4,0,41,0,75,7.2,0,0,0,0,0,WR
2330,Chase Claypool,0,3.7,2023,25,CHIMIA,12,2,21,8,77,9.6,1,6.4,38.1,4,23.8,8,0,77,0,195,8.7,0,0,102,11.3,0,WR
2331,Asante Cleveland,0,1,2015,23,NWE,4,1,1,1,1,1,0,0.3,100,0,0,1,0,1,0,33,3,0,0,30,6.1,0,TE
2332,Tyrie Cleveland,0,7,2020,23,DEN,10,0,9,6,63,10.5,0,6.3,66.7,4,55.6,6,0,63,234,72,6.7,0,0,132,28,0,WR
2333,Tyrie Cleveland,0,0,2021,24,DEN,7,0,1,0,0,,0,0,0,0,0,0,0,0,0,29,2.7,0,0,84,20.7,0,WR
2334,Tyrie Cleveland,0,4,2022,25,DEN,6,0,7,2,28,14,0,4.7,28.6,1,28.6,2,0,28,18,76,6.7,0,0,104,21.7,0,WR
2335,Sammie Coates,0,5.5,2015,22,PIT,6,0,2,1,11,11,0,1.8,50,1,50,1,0,11,0,36,3.4,0,0,17,3.8,0,WR
2336,Sammie Coates,0,6.4,2017,24,CLE,12,1,11,6,70,11.7,0,5.8,54.5,2,27.3,6,0,70,0,92,8.6,0,0,148,34.3,0,WR
2337,Sammie Coates,0,6,2018,25,HOU,12,0,2,1,12,12,0,1,50,1,50,1,0,12,0,37,3.4,0,0,137,29.4,0,WR
2338,Randall Cobb,0,2.3,2023,33,NYJ,11,1,17,5,39,7.8,1,3.5,29.4,3,17.6,5,0,39,0,210,19.1,0,0,7,1.4,0,WR
2339,Chase Coffman,0,6.5,2015,29,TENSEA,2,0,11,8,71,8.9,1,35.5,72.7,5,54.5,8,0,71,0,73,3.5,0,0,0,0,0,TE
2340,Stacy Coley,0,0,2018,24,MINNYG,3,0,1,0,0,,0,0,0,0,0,0,0,0,33,19,0.9,0,0,19,2.1,0,WR
2341,Chris Conley,0,6.6,2022,30,HOUTEN,9,1,7,4,46,11.5,0,5.1,57.1,2,57.1,4,0,46,0,152,7.2,0,0,47,5.2,0,WR
2342,Tanner Conner,0,0,2022,24,MIA,13,0,3,0,0,,0,0,0,0,0,0,0,0,0,25,2.4,0,0,152,33.6,0,TE
2343,Elijah Cooks,0,9.5,2023,25,JAX,9,0,4,3,38,12.7,0,4.2,75,2,50,3,0,38,0,108,9.3,0,0,42,9.5,0,WR
2344,Pharoh Cooper,0,0,2018,23,ARILAR,7,0,1,0,0,,0,0,0,0,0,0,0,0,356,6,0.3,0,0,46,5.1,0,WR
2345,Pharoh Cooper,0,3,2021,26,NYG,8,0,11,4,33,8.3,0,4.1,36.4,1,18.2,5,3,36,297,148,13.4,0,0,91,20.7,0,WR
2346,Pharoh Cooper,0,3,2022,27,ARI,5,1,2,2,6,3,0,1.2,100,0,0,6,15,21,405,25,2.1,0,0,50,11,0,WR
2347,Cody Core,0,0,2017,23,CIN,13,0,4,0,0,,0,0,0,0,0,0,0,0,0,65,6.8,0,0,227,50.4,0,WR
2348,Cody Core,0,5.6,2019,25,NYG,16,0,5,3,28,9.3,0,1.8,60,2,60,3,0,28,0,64,6,0,0,282,62,0,WR
2349,Isaiah Coulter,0,0,2021,23,CHI,3,0,1,0,0,,0,0,0,0,0,0,0,0,0,15,1.3,0,0,0,0,0,WR
2350,Keke Coutee,0,5,2021,24,IND,2,0,1,1,5,5,0,2.5,100,0,0,1,0,5,0,33,3,0,0,0,0,0,WR
2351,Keke Coutee,0,20,2022,25,IND,8,0,1,1,20,20,0,2.5,100,0,100,1,0,20,152,2,0.2,0,0,34,7.5,0,WR
2352,Britain Covey,0,7,2023,26,PHI,16,0,6,4,42,10.5,0,2.6,66.7,2,66.7,4,0,42,447,58,5.1,0,0,68,15.3,0,WR
2353,Michael Crabtree,0,4.4,2019,32,ARI,2,1,5,4,22,5.5,0,11,80,0,40,4,0,22,0,31,3,0,0,0,0,0,WR
2354,River Cracraft,0,22,2018,24,DEN,8,0,2,1,44,44,0,5.5,50,1,50,1,0,44,83,27,2.5,0,0,109,24.4,0,WR
2355,River Cracraft,0,4.6,2020,26,SFO,9,1,9,6,41,6.8,0,4.6,66.7,2,33.3,6,0,41,40,112,10.2,0,0,116,25.7,0,WR
2356,Jason Croom,0,3,2020,26,PHI,4,0,1,1,3,3,1,0.8,100,1,100,1,0,3,0,13,1.2,0,0,23,5.2,0,TE
2357,Alan Cross,0,3.8,2016,23,TAM,14,0,10,6,38,6.3,1,2.7,60,3,60,6,0,38,0,135,11.9,0,0,131,29.8,0,TE
2358,Alan Cross,0,9.7,2017,24,TAM,8,4,6,5,58,11.6,0,7.3,83.3,3,66.7,5,0,58,0,117,10.7,0,0,140,32.9,0,TE
2359,Alan Cross,0,1.8,2018,25,TAM,14,3,5,2,9,4.5,0,0.6,40,1,20,2,0,9,0,102,9.1,0,0,220,48.1,0,TE
2360,Sean Culkin,0,24,2018,25,LAC,13,10,1,1,24,24,0,1.8,100,1,100,1,0,24,0,191,19.2,0,0,72,16.7,0,TE
2361,Sean Culkin,0,6,2019,26,LAC,4,2,2,1,12,12,0,3,50,1,50,1,0,12,0,99,9.4,0,0,35,8.5,0,TE
2362,Jeff Cumberland,0,0.7,2017,30,LAC,7,3,3,2,2,1,0,0.3,66.7,0,0,2,0,2,0,148,13.9,0,0,81,18.9,0,TE
2363,Jerome Cunningham,0,0,2018,27,DET,3,0,1,0,0,,0,0,0,0,0,0,0,0,0,53,4.9,0,0,8,1.8,0,TE
2364,Dominique Dafney,0,13,2020,23,GNB,5,2,2,2,26,13,1,5.2,100,2,100,2,0,26,0,68,6.5,0,0,44,10.2,0,TE
2365,Dominique Dafney,0,8.5,2021,24,GNB,10,2,4,2,34,17,0,3.4,50,2,50,2,0,34,0,167,15,0,0,106,24.5,0,TE
2366,Darrell Daniels,0,2,2017,23,IND,12,3,13,3,26,8.7,0,2.2,23.1,2,23.1,3,0,26,0,196,19,0,0,169,37.3,0,TE
2367,Darrell Daniels,0,0,2018,24,ARISEA,11,3,2,0,0,,0,0,0,0,0,0,0,0,0,88,4.4,0,0,94,10.5,0,TE
2368,Darrell Daniels,0,1.3,2019,25,ARI,11,0,3,1,4,4,0,0.4,33.3,1,33.3,1,0,4,0,47,4.5,0,0,223,48.5,0,TE
2369,Darrell Daniels,0,0,2021,27,ARI,15,4,4,1,0,0,0,0,25,0,0,1,0,0,6,254,21.7,0,0,128,28.7,0,TE
2370,Frank Darby,0,3.5,2021,24,ATL,10,0,4,1,14,14,0,1.4,25,1,25,1,0,14,0,20,1.9,0,0,126,29.7,0,WR
2371,Frank Darby,0,15,2022,25,ATL,5,0,1,1,15,15,0,3,100,1,100,1,0,15,0,54,5.1,0,0,28,6.4,0,WR
2372,Jaelon Darden,0,3.6,2021,22,TAM,9,0,12,6,43,7.2,0,4.8,50,1,16.7,7,11,54,501,89,7.5,0,0,84,17.5,0,WR
2373,Jaelon Darden,0,13,2022,23,CLETAM,14,0,2,2,26,13,0,1.9,100,1,50,3,2,28,412,60,2.5,0,0,83,9.2,0,WR
2374,Davion Davis,0,5.7,2021,25,HOU,2,1,3,1,17,17,0,8.5,33.3,1,33.3,1,0,17,0,21,2,0,0,5,1.1,0,WR
2375,Geremy Davis,0,7,2015,23,NYG,10,0,3,2,21,10.5,0,2.1,66.7,1,33.3,2,0,21,0,36,3.2,0,0,121,24.3,0,WR
2376,Geremy Davis,0,0,2016,24,SDG,3,0,2,0,0,,0,0,0,0,0,0,0,0,9,22,2.1,0,0,19,4.1,0,WR
2377,Geremy Davis,0,0,2018,26,LAC,14,0,1,0,0,,0,0,0,0,0,0,0,0,0,74,7.4,0,0,173,40.2,0,WR
2378,Geremy Davis,0,12.7,2019,27,LAC,7,1,3,3,38,12.7,0,5.4,100,1,100,3,0,38,0,83,7.9,0,0,98,23.8,0,WR
2379,Jawill Davis,0,5,2018,23,NYG,7,0,8,4,40,10,0,5.7,50,3,50,4,0,40,260,62,6,0,0,97,21.1,0,WR
2380,Kellen Davis,0,1.6,2015,30,NYJ,16,9,11,3,18,6,1,1.1,27.3,2,27.3,3,0,18,24,435,39.2,0,0,145,30.5,0,TE
2381,Kellen Davis,0,0,2016,31,NYJ,8,7,1,0,0,,0,0,0,0,0,0,0,0,0,259,24.9,0,0,65,14.6,0,TE
2382,Rashard Davis,0,16,2019,24,TEN,1,0,1,1,16,16,0,16,100,1,100,1,0,16,9,1,0.1,0,0,5,1.1,0,WR
2383,Robert Davis,0,3.4,2019,24,PHIWAS,6,3,5,2,17,8.5,0,2.8,40,2,40,2,0,17,0,136,6.5,0,0,13,1.5,0,WR
2384,Trevor Davis,0,3.4,2016,23,GNB,11,0,7,3,24,8,1,2.2,42.9,2,42.9,3,0,24,179,90,8.3,0,0,79,17.8,0,WR
2385,Tyler Davis,0,0,2020,23,JAX,8,0,2,0,0,,0,0,0,0,0,0,0,0,0,40,3.9,0,0,76,17.2,0,TE
2386,Tyler Davis,0,7,2021,24,GNB,14,0,5,4,35,8.8,0,2.5,80,1,60,4,0,35,0,121,10.8,0,0,232,53.6,0,TE
2387,Tyler Davis,0,3.7,2022,25,GNB,17,1,7,4,26,6.5,0,1.5,57.1,1,14.3,4,0,26,0,174,15.9,0,0,346,80.8,0,TE
2388,Josiah Deguara,0,6,2020,23,GNB,2,1,2,1,12,12,0,6,50,1,50,1,0,12,0,31,3,0,0,8,1.9,0,TE
2389,A.J. Derby,0,9.6,2018,27,MIA,4,0,5,3,48,16,1,12,60,3,60,3,0,48,0,124,13.5,0,0,42,9.4,0,TE
2390,Seth Devalve,0,0,2020,27,ARI,4,0,1,0,0,,0,0,0,0,0,0,0,0,0,48,4.2,0,0,52,11.8,0,TE
2391,Gehrig Dieter,0,7.3,2018,25,KAN,4,0,3,1,22,22,0,5.5,33.3,1,33.3,1,0,22,0,32,3.1,0,0,46,9.9,0,WR
2392,Gehrig Dieter,0,5,2020,27,KAN,4,0,2,1,10,10,0,2.5,50,1,50,1,0,10,0,25,2.3,0,0,61,13.8,0,WR
2393,Brandon Dillon,0,6,2020,23,MIN,3,0,1,1,6,6,0,2,100,0,0,1,0,6,0,12,1.1,0,0,6,1.3,0,TE
2394,Phillip Dorsett,0,0,2023,30,DEN,2,1,3,0,0,,0,0,0,0,0,0,0,0,0,34,3.2,0,0,0,0,0,WR
2395,Greg Dortch,0,5,2021,23,ARI,5,2,3,3,15,5,0,3,100,0,66.7,4,24,39,103,34,2.9,0,0,38,8.5,0,WR
2396,Keelan Doss,0,2.5,2023,27,LAC,5,0,13,6,33,5.5,0,6.6,46.2,1,23.1,6,0,33,0,98,8.5,0,0,6,1.3,0,WR
2397,Harry Douglas,0,2.7,2017,33,TEN,2,0,3,1,8,8,0,4,33.3,0,0,1,0,8,0,23,2.3,0,0,0,0,0,WR
2398,Colton Dowell,0,1.5,2023,24,TEN,10,1,2,1,3,3,0,0.3,50,0,0,1,0,3,0,51,4.9,0,0,139,30.6,0,WR
2399,Jim Dray,0,3.8,2015,28,CLE,16,10,16,6,61,10.2,0,3.8,37.5,3,31.3,6,0,61,0,448,40.6,0,0,156,35.8,0,TE
2400,Greg Dulcich,0,6.3,2023,23,DEN,2,1,4,3,25,8.3,0,12.5,75,2,50,3,0,25,0,32,3,0,0,0,0,0,TE
2401,Ashton Dulin,0,8.5,2019,22,IND,13,0,2,2,17,8.5,0,1.3,100,0,50,2,0,17,90,97,9,0,0,178,41.9,0,WR
2402,Devin Duvernay,0,2,2023,26,BAL,13,1,9,4,18,4.5,0,1.4,44.4,0,11.1,8,15,33,464,136,12.1,0,0,136,28.8,0,WR
2403,Ross Dwelley,0,7,2018,23,SFO,11,0,2,2,14,7,0,1.3,100,0,50,2,0,14,0,39,3.7,0,0,158,34.1,0,TE
2404,Ross Dwelley,0,10.2,2021,26,SFO,17,2,5,4,51,12.8,1,3,80,2,40,4,0,51,0,195,17.9,0,0,188,42.1,0,TE
2405,Ross Dwelley,0,6,2023,28,SFO,12,0,2,1,12,12,0,1,50,1,50,1,0,12,0,76,7.1,0,0,206,47.5,0,TE
2406,Ed Eagan,0,0,2017,24,NYG,4,0,1,0,0,,0,0,0,0,0,0,0,0,20,11,1,0,0,11,2.4,0,WR
2407,Ben Edwards,0,4.5,2015,23,NYG,2,0,2,1,9,9,0,4.5,50,0,0,1,0,9,20,32,2.9,0,0,2,0.4,0,WR
2408,Bryan Edwards,0,3,2022,24,ATL,7,1,5,3,15,5,0,2.1,60,0,20,3,0,15,0,91,8.7,0,0,0,0,0,WR
2409,Tyler Eifert,0,9.2,2017,27,CIN,2,1,5,4,46,11.5,0,23,80,2,60,4,0,46,0,104,10.8,0,0,0,0,0,TE
2410,Ben Ellefson,0,2.5,2020,24,JAX,7,4,4,1,10,10,0,1.4,25,1,25,1,0,10,0,133,12.8,0,0,63,14.3,0,TE
2411,Ben Ellefson,0,0,2021,25,MIN,5,0,1,0,0,,0,0,0,0,0,0,0,0,0,81,7.1,0,0,44,9,0,TE
2412,Ben Ellefson,0,8.7,2022,26,MIN,4,1,3,3,26,8.7,0,6.5,100,2,66.7,3,0,26,0,43,3.7,0,0,52,10.5,0,TE
2413,Alex Ellis,0,2.8,2016,23,JAX,6,3,4,3,11,3.7,0,1.8,75,0,25,3,0,11,0,124,11.1,0,0,91,18.7,0,TE
2414,Rhett Ellison,0,4.1,2016,28,MIN,15,6,14,9,57,6.3,0,3.8,64.3,2,28.6,10,1,58,0,258,24.5,0,0,172,40.1,0,TE
2415,Alex Erickson,0,13.8,2021,29,CAR,17,0,4,3,55,18.3,0,3.2,75,2,50,3,0,55,261,59,5.1,0,0,124,27.5,0,WR
2416,Gavin Escobar,0,4.9,2015,24,DAL,14,4,13,8,64,8,1,4.6,61.5,5,38.5,8,0,64,0,237,23,0,0,159,36.3,0,TE
2417,Gavin Escobar,0,4.3,2016,25,DAL,16,1,7,4,30,7.5,1,1.9,57.1,2,42.9,4,0,30,5,167,15.8,0,0,160,36.4,0,TE
2418,D'Wayne Eskridge,0,0,2023,26,SEA,4,0,1,0,0,,0,0,0,0,0,2,5,5,224,18,1.7,0,0,49,10.6,0,WR
2419,Erik Ezukanma,0,3,2022,22,MIA,1,0,1,1,3,3,0,3,100,0,0,1,0,3,0,10,0.9,0,0,0,0,0,WR
2420,Erik Ezukanma,0,0,2023,23,MIA,2,0,1,0,0,,0,0,0,0,0,5,22,22,0,29,2.6,0,0,2,0.4,0,WR
2421,George Farmer,0,1.3,2016,23,SEA,2,0,3,1,4,4,0,2,33.3,0,33.3,2,1,5,0,26,2.5,0,0,0,0,0,WR
2422,Luke Farrell,0,5.1,2021,24,JAX,15,4,11,7,56,8,0,3.7,63.6,3,54.5,7,0,56,0,254,23.4,0,0,94,21.4,0,TE
2423,Luke Farrell,0,10,2022,25,JAX,17,0,4,4,40,10,0,2.4,100,3,75,4,0,40,0,97,8.6,0,0,146,34.6,0,TE
2424,Simi Fehoko,0,6,2022,25,DAL,5,0,4,3,24,8,0,4.8,75,1,50,3,0,24,0,36,3.1,0,0,43,9,0,WR
2425,Simi Fehoko,0,4.5,2023,26,LAC,6,0,2,1,9,9,1,1.5,50,1,50,1,0,9,0,24,2.1,0,0,36,7.9,0,WR
2426,Darren Fells,0,8.6,2021,35,DETTAM,9,5,5,4,43,10.8,0,4.8,80,2,60,4,0,43,0,164,7.2,0,0,19,2.1,0,TE
2427,Demetric Felton,0,2,2022,24,CLE,8,2,4,2,8,4,0,1,50,0,25,3,-4,4,53,74,6.3,0,0,49,11,0,WR
2428,Tucker Fisk,0,9,2023,24,ATL,6,2,1,1,9,9,0,1.5,100,1,100,1,0,9,0,72,6.4,0,0,84,18.1,0,TE
2429,Dez Fitzpatrick,0,6.1,2021,24,TEN,4,0,8,5,49,9.8,1,12.3,62.5,4,50,5,0,49,0,99,8.4,0,0,9,2,0,WR
2430,John FitzPatrick,0,12,2023,23,ATL,9,0,1,1,12,12,0,1.3,100,1,100,1,0,12,0,18,1.6,0,0,83,17.8,0,TE
2431,Matt Flanagan,0,14,2018,23,WAS,3,1,1,1,14,14,0,4.7,100,1,100,1,0,14,0,61,6,0,0,38,9.3,0,TE
2432,Isaiah Ford,0,0,2018,22,MIA,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,13,1.4,0,0,0,0,0,WR
2433,Miller Forristall,0,0,2022,24,CLE,4,0,1,0,0,,0,0,0,0,0,0,0,0,0,16,1.4,0,0,43,9.7,0,TE
2434,Jody Fortson,0,9.4,2021,26,KAN,6,0,5,5,47,9.4,2,7.8,100,3,80,5,0,47,0,54,4.5,0,0,68,15.9,0,TE
2435,D.J. Foster,0,1,2016,23,NWE,3,0,2,1,2,2,0,0.7,50,0,0,8,24,26,30,16,1.4,0,0,10,2.2,0,WR
2436,D.J. Foster,0,7,2020,27,ARI,10,0,1,1,7,7,0,0.7,100,1,100,3,2,9,49,25,2.2,0,0,115,26,0,WR
2437,Robert Foster,0,6.2,2020,26,WAS,4,2,6,2,37,18.5,0,9.3,33.3,2,33.3,2,0,37,0,27,2.5,0,0,49,11.2,0,WR
2438,Cole Fotheringham,0,6,2023,26,LVR,2,0,1,1,6,6,0,3,100,0,100,1,0,6,0,21,2,0,0,11,2.5,0,TE
2439,Daurice Fountain,0,7.7,2020,25,IND,5,0,3,2,23,11.5,0,4.6,66.7,2,66.7,2,0,23,0,64,5.9,0,0,18,4.1,0,WR
2440,Bennie Fowler,0,1.8,2020,29,NOR,5,0,6,2,11,5.5,0,2.2,33.3,1,16.7,2,0,11,0,56,5.2,0,0,72,15.8,0,WR
2441,Jordan Franks,0,12.3,2018,22,CIN,6,0,3,2,37,18.5,0,6.2,66.7,1,33.3,2,0,37,0,17,1.7,0,0,103,22.8,0,TE
2442,Isaac Fruechte,0,0,2016,25,MIN,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,5,0.5,0,0,11,2.6,0,WR
2443,Travis Fulgham,0,0,2019,24,DET,3,0,3,0,0,,0,0,0,0,0,0,0,0,0,63,5.8,0,0,26,5.6,0,WR
2444,Will Fuller,0,3.3,2021,27,MIA,2,0,8,4,26,6.5,0,13,50,3,37.5,4,0,26,0,65,5.6,0,0,0,0,0,WR
2445,Troy Fumagalli,0,4.2,2019,24,DEN,11,5,9,6,38,6.3,1,3.5,66.7,1,44.4,6,0,38,0,156,15.4,0,0,99,22.9,0,TE
2446,Devin Funchess,0,6.4,2019,25,IND,1,1,5,3,32,10.7,0,32,60,2,60,3,0,32,0,36,3.3,0,0,0,0,0,WR
2447,Antonio Gandy-Golden,0,0.4,2020,22,WAS,6,2,7,1,3,3,0,0.5,14.3,0,0,2,22,25,0,124,11.4,0,0,0,0,0,WR
2448,Rico Gathers,0,6.4,2018,24,DAL,15,4,7,3,45,15,0,3,42.9,2,28.6,3,0,45,0,146,13.6,0,0,8,1.9,0,TE
2449,Tanner Gentry,0,0,2022,28,BUF,3,0,1,0,0,,0,0,0,0,0,0,0,0,0,20,1.8,0,0,1,0.2,0,WR
2450,Zach Gentry,0,4,2019,23,PIT,4,0,1,1,4,4,0,1,100,1,100,1,0,4,0,49,4.9,0,0,2,0.5,0,TE
2451,Shelton Gibson,0,3.7,2017,23,PHI,5,0,3,2,11,5.5,0,2.2,66.7,1,33.3,2,0,11,0,17,1.5,0,0,43,9.4,0,WR
2452,Shelton Gibson,0,16,2018,24,PHI,15,0,3,1,48,48,0,3.2,33.3,1,33.3,1,0,48,57,64,5.9,0,0,151,34.9,0,WR
2453,Crockett Gillmore,0,5.1,2016,25,BAL,7,5,14,8,71,8.9,1,10.1,57.1,5,50,8,0,71,0,245,21.6,0,0,55,11.9,0,TE
2454,Ted Ginn Jr.,0,6.7,2020,35,CHI,6,0,6,3,40,13.3,0,6.7,50,1,33.3,3,0,40,24,62,5.8,0,0,14,3.1,0,WR
2455,Terry Godwin,0,5.3,2020,24,JAX,3,0,6,3,32,10.7,0,10.7,50,2,50,4,3,35,20,50,4.8,0,0,12,2.7,0,WR
2456,Brittan Golden,0,5,2015,27,ARI,14,0,1,1,5,5,0,0.4,100,1,100,1,0,5,16,21,1.9,0,0,265,57.1,0,WR
2457,Marquise Goodwin,0,12,2015,25,BUF,2,0,2,2,24,12,0,12,100,2,100,2,0,24,33,30,2.8,0,0,12,2.6,0,WR
2458,Josh Gordon,0,2.3,2021,30,KAN,12,7,14,5,32,6.4,1,2.7,35.7,3,28.6,5,0,32,0,219,18.3,0,0,0,0,0,WR
2459,Josh Gordon,0,0,2022,31,TEN,2,0,1,0,0,,0,0,0,0,0,0,0,0,0,24,2.3,0,0,1,0.2,0,WR
2460,Garrett Graham,0,1.6,2015,29,HOU,8,2,19,4,30,7.5,1,3.8,21.1,1,21.1,4,0,30,0,290,24.5,0,0,30,6.3,0,TE
2461,Jaeden Graham,0,5,2020,25,ATL,16,0,5,3,25,8.3,0,1.6,60,1,40,3,0,25,13,114,10.2,0,0,217,48.1,0,TE
2462,Jimmy Graham,0,5.6,2023,37,NOR,13,2,7,6,39,6.5,4,3,85.7,6,85.7,6,0,39,0,171,14.8,0,0,1,0.2,0,TE
2463,T.J. Graham,0,6,2015,26,NOR,4,1,4,4,24,6,0,6,100,1,25,4,0,24,0,18,1.6,0,0,37,7.9,0,WR
2464,Ryan Grant,0,1.6,2019,29,OAK,2,1,9,4,14,3.5,0,7,44.4,1,22.2,4,0,14,0,88,8.6,0,0,0,0,0,WR
2465,Cyril Grayson,0,3,2019,26,TAM,2,0,1,1,3,3,0,1.5,100,0,0,1,0,3,0,7,0.6,0,0,0,0,0,WR
2466,Cyril Grayson,0,0,2020,27,TAM,3,0,3,0,0,,0,0,0,0,0,0,0,0,20,42,3.9,0,0,20,4.3,0,WR
2467,Danny Gray,0,1.4,2022,23,SFO,13,0,7,1,10,10,0,0.8,14.3,1,14.3,2,9,19,0,87,7.9,0,0,19,4.3,0,WR
2468,MarQueis Gray,0,2,2015,26,BUF,4,0,1,1,2,2,0,0.5,100,0,0,1,0,2,0,26,2.4,0,0,74,16.1,0,TE
2469,MarQueis Gray,0,3.3,2017,28,MIA,16,0,3,1,10,10,0,0.6,33.3,1,33.3,6,14,24,0,127,12.2,0,0,225,50.4,0,TE
2470,Noah Gray,0,3.6,2021,22,KAN,16,1,10,7,36,5.1,1,2.3,70,2,40,7,0,36,0,289,24.2,0,0,280,65.4,0,TE
2471,Antoine Green,0,1,2023,24,DET,9,0,2,1,2,2,0,0.2,50,0,0,1,0,2,0,106,9,0,0,71,15.7,0,WR
2472,Rashad Greene,0,4,2016,24,JAX,8,0,8,5,32,6.4,0,4,62.5,1,25,5,0,32,131,63,5.7,0,0,36,7.4,0,WR
2473,Rashad Greene,0,7.5,2018,26,JAX,8,1,8,6,60,10,0,7.5,75,3,62.5,6,0,60,121,107,10.3,0,0,40,9.3,0,WR
2474,Virgil Green,0,8.3,2020,32,LAC,6,3,6,3,50,16.7,1,8.3,50,2,50,3,0,50,0,141,12,0,0,26,5.7,0,TE
2475,Garrett Griffin,0,4,2017,23,NOR,3,0,1,1,4,4,0,1.3,100,0,100,1,0,4,23,38,3.7,0,0,12,2.6,0,TE
2476,Garrett Griffin,0,9.8,2021,27,NOR,13,6,4,4,39,9.8,0,3,100,2,75,4,0,39,0,235,21.6,0,0,154,32.8,0,TE
2477,Ryan Griffin,0,3.3,2022,32,CHI,15,0,8,4,26,6.5,0,1.7,50,1,25,4,0,26,0,159,15.4,0,0,175,40.1,0,TE
2478,Xavier Grimble,0,3.6,2017,25,PIT,15,2,9,5,32,6.4,1,2.1,55.6,2,22.2,5,0,32,0,169,15.3,0,0,42,9.5,0,TE
2479,Xavier Grimble,0,1,2019,27,PIT,3,1,3,1,3,3,0,1,33.3,0,0,1,0,3,0,60,6,0,0,19,4.5,0,TE
2480,David Grinnage,0,7.6,2018,24,JAX,4,2,8,6,61,10.2,0,15.3,75,2,62.5,6,0,61,0,74,7.1,0,0,4,0.9,0,TE
2481,Jalen Guyton,0,0,2019,22,LAC,3,0,2,0,0,,0,0,0,0,0,0,0,0,0,18,1.7,0,0,12,2.9,0,WR
2482,Troy Hairston,0,2.4,2022,24,HOU,16,5,8,5,19,3.8,0,1.2,62.5,0,25,5,0,19,0,168,15.8,0,0,238,51.3,0,TE
2483,Marvin Hall,0,10,2021,28,ATL,2,0,1,1,10,10,0,5,100,1,100,1,0,10,0,17,1.6,0,0,1,0.2,0,WR
2484,Cobi Hamilton,0,1.3,2017,27,HOU,3,1,6,1,8,8,0,2.7,16.7,1,16.7,1,0,8,0,53,4.8,0,0,15,3,0,WR
2485,Connor Hamlett,0,17,2016,24,CLE,3,2,1,1,17,17,1,5.7,100,1,100,1,0,17,0,34,3.3,0,0,0,0,0,TE
2486,Je'Ron Hamm,0,3.3,2016,24,SFO,5,0,4,2,13,6.5,0,2.6,50,1,50,2,0,13,0,50,4.8,0,0,67,13.6,0,TE
2487,James Hanna,0,5.6,2015,26,DAL,14,7,14,9,79,8.8,0,5.6,64.3,4,28.6,9,0,79,0,223,21.7,0,0,126,28.8,0,TE
2488,Clay Harbor,0,6.3,2016,29,DETNWE,15,2,3,3,19,6.3,0,1.3,100,1,66.7,3,0,19,0,120,5.6,0,0,176,20.4,0,TE
2489,Cory Harkey,0,4.3,2015,25,STL,16,5,6,5,26,5.2,0,1.6,83.3,2,83.3,5,0,26,0,289,30.1,0,0,287,62,0,TE
2490,Chris Harper,0,2,2015,22,NWE,5,0,3,1,6,6,0,1.2,33.3,0,0,1,0,6,17,67,6,0,0,9,1.8,0,WR
2491,Demetrius Harris,0,3.2,2020,29,CHI,15,5,14,7,45,6.4,0,3,50,2,42.9,7,0,45,23,215,20.1,0,0,169,37.2,0,TE
2492,Demetrius Harris,0,1.7,2021,30,ARI,14,4,6,3,10,3.3,0,0.7,50,0,16.7,3,0,10,26,210,17.9,0,0,174,39,0,TE
2493,Deonte Harty,0,6.5,2022,25,NOR,4,0,2,2,13,6.5,0,3.3,100,0,50,2,0,13,145,24,2.3,0,0,35,7.8,0,WR
2494,Dwayne Harris,0,13,2016,29,NYG,16,1,1,1,13,13,1,0.8,100,1,100,1,0,13,703,58,5.5,0,0,281,61.6,0,WR
2495,Dwayne Harris,0,7,2019,32,OAK,3,0,1,1,7,7,0,2.3,100,0,0,1,0,7,169,5,0.5,0,0,42,9.8,0,WR
2496,Jacob Harris,0,6,2022,25,LAR,7,0,1,1,6,6,0,0.9,100,1,100,1,0,6,0,1,0.1,0,0,109,24.5,0,WR
2497,Maurice Harris,0,10.3,2017,25,WAS,6,0,6,4,62,15.5,1,10.3,66.7,3,50,4,0,62,71,76,7.5,0,0,36,7.6,0,WR
2498,Penny Hart,0,3,2020,24,SEA,13,0,1,1,3,3,0,0.2,100,0,0,2,19,22,0,62,5.8,0,0,114,25.3,0,WR
2499,Penny Hart,0,5,2022,26,SEA,9,0,4,3,20,6.7,0,2.2,75,1,25,3,0,20,0,34,3.1,0,0,77,16.5,0,WR
