Rk,Player,AV,Y/Tgt,Season,Age,Team,G,GS,Tgt,Rec,Yds,Y/R,TD,Y/G,Ctch%,1D,Succ%,Touch,TotOff,YScm,RtY,OffSnp,Snap_perc,DefSnp,Def%,STSnp,ST %,AV,Pos
728,Rashod Bateman,4,7.6,2021,22,BAL,12,4,68,46,515,11.2,1,42.9,67.6,29,58.8,46,0,515,0,604,48.6,0,0,0,0,4,WR
729,Rashod Bateman,4,6.6,2023,24,BAL,16,12,56,32,367,11.5,1,22.9,57.1,20,50,33,18,385,0,610,54.2,0,0,7,1.5,4,WR
730,Odell Beckham Jr.,4,7.4,2020,28,CLE,7,7,43,23,319,13.9,3,45.6,53.5,17,44.2,26,90,391,0,316,29.7,0,0,0,0,4,WR
731,Martellus Bennett,4,5.5,2015,28,CHI,11,11,80,53,439,8.3,3,39.9,66.3,26,47.5,53,0,439,0,726,67.2,0,0,23,5,4,TE
732,Kendrick Bourne,4,7.4,2018,23,SFO,16,8,66,42,487,11.6,4,30.4,63.6,30,54.5,42,0,487,0,605,57.2,0,0,22,4.8,4,WR
733,Kendrick Bourne,4,8.1,2019,24,SFO,16,0,44,30,358,11.9,5,22.4,68.2,23,59.1,30,0,358,0,465,43.7,0,0,148,33.7,4,WR
734,Kendrick Bourne,4,9,2022,27,NWE,16,2,48,35,434,12.4,1,27.1,72.9,22,54.2,41,39,473,0,441,41.9,0,0,5,1.1,4,WR
735,Nick Boyle,4,7.5,2019,26,BAL,16,15,43,31,321,10.4,2,20.1,72.1,13,55.8,31,0,321,0,768,69.5,0,0,193,44.6,4,TE
736,Cameron Brate,4,7.7,2017,26,TAM,16,5,77,48,591,12.3,6,36.9,62.3,34,53.2,48,0,591,0,582,53.4,0,0,8,1.9,4,TE
737,John Brown,4,7.1,2016,26,ARI,15,6,73,39,517,13.3,2,34.5,53.4,28,50.7,40,10,527,170,595,51.7,0,0,33,6.9,4,WR
738,John Brown,4,8.8,2020,30,BUF,9,8,52,33,458,13.9,3,50.9,63.5,22,57.7,33,0,458,0,453,41.6,0,0,0,0,4,WR
739,Treylon Burks,4,8.2,2022,22,TEN,11,6,54,33,444,13.5,1,40.4,61.1,19,50,37,47,491,0,393,38,0,0,24,5.4,4,WR
740,Antonio Callaway,4,7.4,2018,21,CLE,16,11,79,43,586,13.6,5,36.6,54.4,27,44.3,45,7,593,204,765,70.1,0,0,30,6.5,4,WR
741,DeAndre Carter,4,6.7,2021,28,WAS,17,6,44,24,296,12.3,3,17.4,54.5,17,45.5,34,89,385,1038,505,44.8,0,0,157,35.8,4,WR
742,DeAndre Carter,4,8.3,2022,29,LAC,17,7,65,46,538,11.7,3,31.6,70.8,29,53.8,48,-15,523,836,698,58.6,0,0,154,33.3,4,WR
743,DJ Chark,4,8,2023,27,CAR,15,11,66,35,525,15,5,35,53,22,43.9,35,0,525,0,771,67.1,0,0,0,0,4,WR
744,Sammie Coates,4,8.9,2016,23,PIT,14,5,49,21,435,20.7,2,31.1,42.9,16,32.7,25,14,449,150,313,28.9,0,0,191,42.9,4,WR
745,Randall Cobb,4,9.2,2020,30,HOU,10,2,48,38,441,11.6,3,44.1,79.2,20,70.8,38,0,441,0,369,37.7,0,0,0,0,4,WR
746,Randall Cobb,4,9.6,2021,31,GNB,12,3,39,28,375,13.4,5,31.3,71.8,21,59,29,1,376,0,371,33.2,0,0,1,0.2,4,WR
747,Randall Cobb,4,8.3,2022,32,GNB,13,3,50,34,417,12.3,1,32.1,68,19,56,34,0,417,37,371,33.9,0,0,7,1.6,4,WR
748,Brandon Coleman,4,9.3,2015,23,NOR,16,4,49,30,454,15.1,2,28.4,61.2,22,55.1,30,0,454,0,430,37.1,0,0,143,30.6,4,WR
749,Brandon Coleman,4,9.8,2017,25,NOR,16,6,37,23,364,15.8,3,22.8,62.2,13,51.4,23,0,364,0,651,62.8,0,0,27,5.8,4,WR
750,Nico Collins,4,7.3,2022,23,HOU,10,7,66,37,481,13,2,48.1,56.1,21,42.4,37,0,481,0,441,41.5,0,0,0,0,4,WR
751,Marques Colston,4,7.8,2015,32,NOR,13,5,67,45,520,11.6,4,40,67.2,26,55.2,45,0,520,0,567,49,0,0,2,0.4,4,WR
752,Tyler Conklin,4,6.3,2022,27,NYJ,17,16,87,58,552,9.5,3,32.5,66.7,25,44.8,60,3,555,0,861,77.3,0,0,129,28,4,TE
753,Tyler Conklin,4,7.1,2023,28,NYJ,17,12,87,61,621,10.2,0,36.5,70.1,27,44.8,62,0,621,0,772,70.1,0,0,13,2.7,4,TE
754,Chris Conley,4,6.4,2018,26,KAN,16,13,52,32,334,10.4,5,20.9,61.5,18,55.8,32,0,334,5,802,76.7,0,0,28,6,4,WR
755,Jared Cook,4,6.4,2015,28,STL,16,12,75,39,481,12.3,0,30.1,52,19,37.3,39,0,481,0,672,70.1,0,0,4,0.9,4,TE
756,Jared Cook,4,7.4,2016,29,GNB,10,5,51,30,377,12.6,1,37.7,58.8,19,47.1,30,0,377,0,328,30.2,0,0,12,2.7,4,TE
757,Victor Cruz,4,8.1,2016,30,NYG,15,12,72,39,586,15,1,39.1,54.2,25,47.2,39,0,586,0,767,72.2,0,0,1,0.2,4,WR
758,Corey Davis,4,8.3,2021,26,NYJ,9,9,59,34,492,14.5,4,54.7,57.6,23,50.8,34,0,492,0,450,41.4,0,0,0,0,4,WR
759,Corey Davis,4,8.4,2022,27,NYJ,13,10,64,32,536,16.8,2,41.2,50,28,48.4,32,0,536,0,617,55.4,0,0,0,0,4,WR
760,Ed Dickson,4,9.1,2017,30,CAR,16,12,48,30,437,14.6,1,27.3,62.5,22,56.3,30,0,437,0,870,81.6,0,0,128,29.2,4,TE
761,Josh Doctson,4,6.4,2017,25,WAS,16,14,78,35,502,14.3,6,31.4,44.9,25,41,36,-14,488,0,752,74.3,0,0,0,0,4,WR
762,Josh Doctson,4,6.8,2018,26,WAS,15,12,78,44,532,12.1,2,35.5,56.4,31,51.3,44,0,532,0,846,82.9,0,0,0,0,4,WR
763,Greg Dortch,4,7.3,2022,24,ARI,16,4,64,52,467,9,2,29.2,81.3,19,46.9,59,44,511,390,513,42.6,0,0,113,24.8,4,WR
764,Jahan Dotson,4,8.6,2022,22,WAS,12,10,61,35,523,14.9,7,43.6,57.4,26,50.8,37,-7,516,0,651,54.7,0,0,0,0,4,WR
765,Jahan Dotson,4,6.2,2023,23,WAS,17,16,83,49,518,10.6,4,30.5,59,27,48.2,49,0,518,0,910,82.2,0,0,1,0.2,4,WR
766,Romeo Doubs,4,6.3,2022,22,GNB,13,7,67,42,425,10.1,3,32.7,62.7,20,46.3,43,11,436,39,529,48.4,0,0,3,0.7,4,WR
767,Demario Douglas,4,7.1,2023,23,NWE,14,7,79,49,561,11.4,0,40.1,62,26,45.6,57,41,602,56,481,45.8,0,0,31,6.8,4,WR
768,Jack Doyle,4,6.2,2019,29,IND,16,16,72,43,448,10.4,4,28,59.7,29,51.4,43,0,448,0,798,74.1,0,0,3,0.7,4,TE
769,Devin Duvernay,4,7.7,2020,23,BAL,16,3,26,20,201,10.1,0,12.6,76.9,8,46.2,24,70,271,624,347,33.8,0,0,144,34.2,4,WR
770,Eric Ebron,4,7.7,2015,22,DET,14,8,70,47,537,11.4,5,38.4,67.1,27,52.9,47,0,537,0,613,56.8,0,0,9,2,4,TE
771,Bryan Edwards,4,9.7,2021,23,LVR,16,12,59,34,571,16.8,3,35.7,57.6,26,50.8,35,0,571,0,811,71.1,0,0,6,1.3,4,WR
772,Evan Engram,4,6.9,2019,25,NYG,8,6,68,44,467,10.6,3,58.4,64.7,23,41.2,47,7,474,0,444,41.7,0,0,1,0.2,4,TE
773,Quincy Enunwa,4,6.6,2018,26,NYJ,11,10,68,38,449,11.8,1,40.8,55.9,22,42.6,39,0,449,0,526,52.5,0,0,1,0.2,4,WR
774,Alex Erickson,4,6.8,2019,27,CIN,16,6,78,43,529,12.3,0,33.1,55.1,26,47.4,48,59,562,236,615,55.9,0,0,75,16.9,4,WR
775,Noah Fant,4,8.5,2019,22,DEN,16,11,66,40,562,14.1,3,35.1,60.6,23,42.4,43,-12,550,0,695,68.5,0,0,0,0,4,TE
776,Noah Fant,4,7.7,2022,25,SEA,17,16,63,50,486,9.7,4,28.6,79.4,24,54,50,0,486,0,660,60.4,0,0,6,1.3,4,TE
777,Noah Fant,4,9.6,2023,26,SEA,17,17,43,32,414,12.9,0,24.4,74.4,16,60.5,32,0,414,0,574,54.6,0,0,1,0.2,4,TE
778,C.J. Fiedorowicz,4,6.3,2016,25,HOU,15,15,89,54,559,10.4,4,37.3,60.7,30,48.3,54,0,559,0,677,60.3,0,0,15,3.4,4,TE
779,Larry Fitzgerald,4,5.7,2020,37,ARI,13,13,72,54,409,7.6,1,31.5,75,25,54.2,54,0,409,0,745,65.8,0,0,2,0.5,4,WR
780,Coby Fleener,4,5.8,2015,27,IND,16,11,84,54,491,9.1,3,30.7,64.3,23,46.4,54,0,491,0,731,66.6,5,0.4,0,0,4,TE
781,Malcom Floyd,4,8.3,2015,34,SDG,15,13,68,30,561,18.7,3,37.4,44.1,19,38.2,30,0,561,0,832,71.2,1,0.1,2,0.4,4,WR
782,Michael Floyd,4,6.4,2016,27,ARINWE,15,8,76,37,488,13.2,5,32.5,48.7,31,46.1,37,0,488,0,745,32.8,0,0,2,0.2,4,WR
783,Robert Foster,4,12.3,2018,24,BUF,13,3,44,27,541,20,3,41.6,61.4,20,52.3,27,0,541,0,450,42.5,0,0,42,9.6,4,WR
784,Pat Freiermuth,4,6.3,2021,23,PIT,16,9,79,60,497,8.3,7,31.1,75.9,34,55.7,60,0,497,0,683,58.2,0,0,41,8.4,4,TE
785,Travis Fulgham,4,8,2020,25,PHI,13,8,67,38,539,14.2,4,41.5,56.7,26,52.2,38,0,539,0,553,48.9,0,0,25,5.6,4,WR
786,Will Fuller,4,11.2,2018,24,HOU,7,7,45,32,503,15.7,4,71.9,71.1,22,60,32,0,503,0,375,34.3,0,0,0,0,4,WR
787,Taylor Gabriel,4,7.4,2017,26,ATL,16,4,51,33,378,11.5,1,23.6,64.7,17,43.1,41,49,427,0,540,52.7,0,0,1,0.2,4,WR
788,Russell Gage,4,6,2019,23,ATL,16,4,74,49,446,9.1,1,27.9,66.2,25,48.6,53,12,458,-6,516,44.2,2,0.2,167,38,4,WR
789,Michael Gallup,4,7.5,2018,22,DAL,16,8,68,33,507,15.4,2,31.7,48.5,21,41.2,33,0,507,0,739,68.7,0,0,0,0,4,WR
790,Michael Gallup,4,7.2,2021,25,DAL,9,8,62,35,445,12.7,2,49.4,56.5,23,50,35,0,445,0,498,40.6,0,0,1,0.2,4,WR
791,Michael Gallup,4,5.7,2022,26,DAL,14,11,74,39,424,10.9,4,30.3,52.7,25,44.6,39,0,424,0,738,63.5,0,0,0,0,4,WR
792,Pierre Garcon,4,7.5,2017,31,SFO,8,8,67,40,500,12.5,0,62.5,59.7,26,49.3,40,0,500,0,430,39.1,0,0,0,0,4,WR
793,Antonio Gates,4,7.4,2015,35,SDG,11,4,85,56,630,11.3,5,57.3,65.9,33,55.3,56,0,630,0,497,42.6,0,0,0,0,4,TE
794,Mike Gesicki,4,6.4,2019,24,MIA,16,5,89,51,570,11.2,5,35.6,57.3,25,44.9,51,0,570,0,701,65,0,0,4,0.9,4,TE
795,Ted Ginn Jr.,4,7.5,2019,34,NOR,16,9,56,30,421,14,2,26.3,53.6,20,44.6,33,18,439,0,607,57,0,0,9,2,4,WR
796,Chris Godwin,4,9.5,2017,21,TAM,16,2,55,34,525,15.4,1,32.8,61.8,27,58.2,34,0,525,0,446,41,0,0,195,45.8,4,WR
797,Dallas Goedert,4,8.1,2020,25,PHI,11,9,65,46,524,11.4,3,47.6,70.8,28,60,46,0,524,0,604,53.5,0,0,41,9.3,4,TE
798,Kenny Golladay,4,9.9,2017,24,DET,11,5,48,28,477,17,3,43.4,58.3,18,50,29,9,486,0,473,45.4,0,0,1,0.2,4,WR
799,Kenny Golladay,4,6.9,2021,28,NYG,14,14,76,37,521,14.1,0,37.2,48.7,27,44.7,37,0,521,0,666,60.5,0,0,0,0,4,WR
800,Marquise Goodwin,4,6.3,2016,26,BUF,15,9,68,29,431,14.9,3,28.7,42.6,20,39.7,29,0,431,0,640,60.2,0,0,1,0.2,4,WR
801,Marquise Goodwin,4,9.2,2022,32,SEA,13,2,42,27,387,14.3,4,29.8,64.3,18,54.8,29,5,392,0,420,38.4,0,0,2,0.4,4,WR
802,Jimmy Graham,4,5.4,2017,31,SEA,16,13,96,57,520,9.1,10,32.5,59.4,34,49,57,0,520,0,729,68.3,0,0,11,2.3,4,TE
803,Jimmy Graham,4,7.5,2019,33,GNB,16,10,60,38,447,11.8,3,27.9,63.3,23,48.3,38,0,447,0,622,57.7,0,0,4,0.9,4,TE
804,Jimmy Graham,4,6,2020,34,CHI,16,15,76,50,456,9.1,8,28.5,65.8,32,56.6,50,0,456,0,636,59.4,0,0,1,0.2,4,TE
805,Jakeem Grant,4,7.9,2018,26,MIA,10,2,34,21,268,12.8,2,26.8,61.8,13,50,22,5,273,763,282,30.7,0,0,80,17.9,4,WR
806,Jakeem Grant,4,6.9,2020,28,MIA,14,4,54,36,373,10.4,1,26.6,66.7,22,53.7,39,20,393,459,370,34.7,0,0,110,24.3,4,WR
807,Ryan Grant,4,8.8,2017,27,WAS,16,7,65,45,573,12.7,4,35.8,69.2,29,52.3,45,0,573,0,612,60.5,0,0,54,11.3,4,WR
808,A.J. Green,4,5,2020,32,CIN,16,14,104,47,523,11.1,2,32.7,45.2,34,40.4,47,0,523,0,820,76.2,0,0,0,0,4,WR
809,Dorial Green-Beckham,4,8.2,2015,22,TEN,16,5,67,32,549,17.2,4,34.3,47.8,30,47.8,32,0,549,0,580,56.1,0,0,16,3.6,4,WR
810,Jalen Guyton,4,9.3,2020,23,LAC,16,9,55,28,511,18.3,3,31.9,50.9,18,41.8,30,0,511,0,920,78.3,0,0,57,12.4,4,WR
811,Jalen Guyton,4,9.3,2021,24,LAC,16,2,48,31,448,14.5,3,28,64.6,21,60.4,38,34,482,32,613,51.3,0,0,57,12.7,4,WR
812,Hunter Henry,4,9,2016,22,SDG,15,10,53,36,478,13.3,8,31.9,67.9,0,0,36,0,478,10,573,53.8,0,0,64,13.7,4,TE
813,Hunter Henry,4,8.6,2022,28,NWE,17,14,59,41,509,12.4,2,29.9,69.5,23,50.8,41,0,509,0,797,75.8,0,0,24,5.3,4,TE
814,Chris Herndon,4,9,2018,22,NYJ,16,12,56,39,502,12.9,4,31.4,69.6,25,60.7,39,0,502,21,625,62.4,0,0,165,33.3,4,TE
815,Tyler Higbee,4,8.7,2020,27,LAR,15,15,60,44,521,11.8,5,34.7,73.3,27,61.7,45,1,522,0,814,72.7,0,0,38,8.7,4,TE
816,Rashard Higgins,4,10.8,2018,24,CLE,13,1,53,39,572,14.7,4,44,73.6,27,64.2,39,0,572,0,483,44.3,0,0,12,2.6,4,WR
817,Taysom Hill,4,10.6,2019,29,NOR,16,5,22,19,234,12.3,6,14.6,86.4,14,72.7,46,202,390,12,241,22.7,0,0,287,62.5,4,WR/QB
818,Taysom Hill,4,5.9,2022,32,NOR,16,8,13,9,77,8.6,2,4.8,69.2,5,46.2,105,801,652,69,326,31,0,0,169,37.8,4,TE/QB
819,T.Y. Hilton,4,7.4,2019,30,IND,10,10,68,45,501,11.1,5,50.1,66.2,24,52.9,45,0,501,0,478,44.4,0,0,0,0,4,WR
820,Chris Hogan,4,7.6,2015,28,BUF,16,4,59,36,450,12.5,2,28.1,61,18,40.7,37,8,454,0,612,56.9,0,0,181,39.3,4,WR
821,Austin Hooper,4,6.2,2020,26,CLE,13,13,70,46,435,9.5,4,33.5,65.7,27,51.4,46,0,435,0,684,64.3,0,0,2,0.5,4,TE
822,Austin Hooper,4,7.4,2022,28,TEN,17,2,60,41,444,10.8,2,26.1,68.3,28,60,41,0,444,0,525,50.7,0,0,9,2,4,TE
823,O.J. Howard,4,11.8,2018,24,TAM,10,8,48,34,565,16.6,5,56.5,70.8,28,64.6,34,0,565,0,435,39,0,0,19,4.2,4,TE
824,O.J. Howard,4,8.7,2019,25,TAM,14,14,53,34,459,13.5,1,32.8,64.2,23,56.6,34,0,459,0,782,68.6,0,0,78,16,4,TE
825,Allen Hurns,4,8.6,2017,26,JAX,10,8,56,39,484,12.4,2,48.4,69.6,28,60.7,39,0,484,0,537,47.7,0,0,1,0.2,4,WR
826,Hayden Hurst,4,6.1,2022,29,CIN,13,13,68,52,414,8,2,31.8,76.5,26,61.8,52,0,414,0,545,49.2,0,0,61,14.1,4,TE
827,DeSean Jackson,4,10.8,2015,29,WAS,9,9,49,30,528,17.6,4,58.7,61.2,15,46.9,30,0,528,3,359,33.6,0,0,5,1.1,4,WR
828,DeSean Jackson,4,13.4,2021,35,LVRLAR,16,4,34,20,454,22.7,2,28.4,58.8,12,52.9,21,4,458,0,303,13.6,0,0,2,0.2,4,WR
829,Jesse James,4,5.9,2017,23,PIT,16,14,63,43,372,8.7,3,23.3,68.3,20,52.4,43,0,372,0,906,81.9,0,0,77,17.4,4,TE
830,Alshon Jeffery,4,6.7,2019,29,PHI,10,10,73,43,490,11.4,4,49,58.9,36,53.4,44,2,492,0,493,42.4,0,0,0,0,4,WR
831,Jauan Jennings,4,7.4,2022,25,SFO,16,4,56,35,416,11.9,1,26,62.5,23,55.4,35,0,416,0,489,44.5,0,0,68,15.5,4,WR
832,Jerry Jeudy,4,8.3,2021,22,DEN,10,5,56,38,467,12.3,0,46.7,67.9,22,53.6,40,3,470,0,412,38.1,0,0,0,0,4,WR
833,Andre Johnson,4,6.5,2015,34,IND,16,14,77,41,503,12.3,4,31.4,53.2,32,45.5,41,0,503,0,707,64.4,0,0,0,0,4,WR
834,Juwan Johnson,4,7.8,2022,26,NOR,16,12,65,42,508,12.1,7,31.8,64.6,25,52.3,42,0,508,0,648,61.6,0,0,174,38.9,4,TE
835,Quentin Johnston,4,6.4,2023,22,LAC,17,10,67,38,431,11.3,2,25.4,56.7,20,47.8,41,9,440,0,748,64.6,0,0,0,0,4,WR
836,Julio Jones,4,9,2021,32,TEN,10,10,48,31,434,14,1,43.4,64.6,19,52.1,31,0,434,0,393,33.2,0,0,1,0.2,4,WR
837,Marvin Jones,4,8.2,2018,28,DET,9,9,62,35,508,14.5,5,56.4,56.5,27,51.6,35,0,508,0,538,50,0,0,1,0.2,4,WR
838,T.J. Jones,4,8.1,2017,25,DET,14,6,49,30,399,13.3,1,28.5,61.2,22,53.1,30,0,399,152,402,38.6,0,0,59,12.5,4,WR
839,Zay Jones,4,7.8,2021,26,LVR,17,9,70,47,546,11.6,1,32.1,67.1,29,55.7,49,3,549,0,640,56.1,0,0,99,20.8,4,WR
840,Jermaine Kearse,4,5.7,2016,26,SEA,16,15,89,41,510,12.4,1,31.9,46.1,24,41.6,41,0,510,0,829,78.3,0,0,19,4.3,4,WR
841,Christian Kirk,4,8.7,2018,22,ARI,12,7,68,43,590,13.7,3,49.2,63.2,21,44.1,46,35,625,164,542,57.5,0,0,58,13.3,4,WR
842,George Kittle,4,8.2,2017,24,SFO,15,7,63,43,515,12,2,34.3,68.3,24,47.6,43,0,515,0,592,53.8,0,0,6,1.3,4,TE
843,Tucker Kraft,4,8.9,2023,23,GNB,17,8,40,31,355,11.5,2,20.9,77.5,18,67.5,31,0,355,0,621,56.7,0,0,194,45.2,4,TE
844,Tyler Kroft,4,6.5,2017,25,CIN,16,16,62,42,404,9.6,7,25.3,67.7,22,46.8,42,0,404,0,825,85.8,0,0,55,12.2,4,TE
845,Allen Lazard,4,9.2,2019,24,GNB,16,3,52,35,477,13.6,3,29.8,67.3,24,59.6,36,21,498,0,479,44.4,0,0,165,38.5,4,WR
846,Isaiah Likely,4,6.2,2022,22,BAL,16,2,60,36,373,10.4,3,23.3,60,18,35,36,0,373,0,414,37.8,0,0,75,17.4,4,TE
847,Isaiah Likely,4,10.3,2023,23,BAL,17,8,40,30,411,13.7,5,24.2,75,15,60,30,0,411,0,497,44.1,0,0,121,25.6,4,TE
848,Jeremy Maclin,4,6.1,2017,29,BAL,12,12,72,40,440,11,3,36.7,55.6,23,38.9,40,0,440,0,512,47.2,0,0,0,0,4,WR
849,Terrace Marshall Jr.,4,10.4,2022,22,CAR,14,9,47,28,490,17.5,1,35,59.6,24,53.2,28,0,490,0,645,63.5,0,0,5,1.1,4,WR
850,Rishard Matthews,4,10.9,2015,26,MIA,11,11,61,43,662,15.4,4,60.2,70.5,32,67.2,44,4,666,9,519,50.3,0,0,54,11.8,4,WR
851,Isaiah McKenzie,4,8.3,2020,25,BUF,16,7,34,30,282,9.4,5,17.6,88.2,17,64.7,40,21,291,116,270,24.8,0,0,12,2.7,4,WR
852,Anthony Miller,4,7.8,2018,24,CHI,15,4,54,33,423,12.8,7,28.2,61.1,19,50,39,34,449,139,576,53.6,0,0,39,9.2,4,WR
853,Anthony Miller,4,6.4,2020,26,CHI,16,6,76,49,485,9.9,2,30.3,64.5,23,44.7,51,12,497,71,584,54.5,0,0,19,4.2,4,WR
854,Heath Miller,4,6.6,2015,33,PIT,15,15,81,60,535,8.9,2,35.7,74.1,30,58,61,2,537,0,923,85.9,0,0,29,6.5,4,TE
855,Zach Miller,4,9.5,2015,31,CHI,15,14,46,34,439,12.9,5,29.3,73.9,17,65.2,34,0,439,0,580,53.7,0,0,129,28.2,4,TE
856,Malcolm Mitchell,4,8.4,2016,24,NWE,14,6,48,32,401,12.5,4,28.6,66.7,23,58.3,32,0,401,0,538,48.1,0,0,0,0,4,WR
857,Donte Moncrief,4,7.5,2018,25,JAX,16,14,89,48,668,13.9,3,41.8,53.9,28,50.6,48,0,668,7,815,78.4,0,0,4,0.9,4,WR
858,Darnell Mooney,4,6.8,2023,26,CHI,15,14,61,31,414,13.4,1,27.6,50.8,20,41,33,5,419,0,766,67.3,0,0,0,0,4,WR
859,Chris Moore,4,7.4,2022,29,HOU,16,7,74,48,548,11.4,2,34.3,64.9,24,47.3,51,3,551,0,678,63.8,0,0,24,5.2,4,WR
860,Chris Moore,4,12.1,2023,30,TEN,17,5,35,22,424,19.3,0,24.9,62.9,16,54.3,24,39,463,89,596,56.8,0,0,98,21.6,4,WR
861,David Moore,4,8.4,2018,23,SEA,16,7,53,26,445,17.1,5,27.8,49.1,19,37.7,27,5,450,18,620,58,0,0,30,6.5,4,WR
862,Elijah Moore,4,7,2021,21,NYJ,11,6,77,43,538,12.5,5,48.9,55.8,24,45.5,48,54,592,0,476,43.8,0,0,2,0.4,4,WR
863,Foster Moreau,4,7.8,2022,25,LVR,15,14,54,33,420,12.7,2,28,61.1,24,51.9,33,2,422,0,745,67.6,0,0,95,21,4,TE
864,JJ Nelson,4,8.3,2017,25,ARI,16,5,61,29,508,17.5,2,31.8,47.5,21,41,32,37,545,0,537,47.9,0,0,17,3.5,4,WR
865,Jordy Nelson,4,5.5,2017,32,GNB,15,15,88,53,482,9.1,6,32.1,60.2,38,51.1,53,0,482,0,805,76.9,0,0,1,0.2,4,WR
866,David Njoku,4,9,2021,25,CLE,16,11,53,36,475,13.2,4,29.7,67.9,17,56.6,37,1,476,0,670,60.5,0,0,0,0,4,TE
867,Chigoziem Okonkwo,4,9.8,2022,23,TEN,17,8,46,32,450,14.1,3,26.5,69.6,22,50,35,2,452,0,378,36.5,0,0,224,50,4,TE
868,Greg Olsen,4,7.3,2019,34,CAR,14,14,82,52,597,11.5,2,42.6,63.4,34,53.7,52,0,597,0,790,71,0,0,2,0.4,4,TE
869,K.J. Osborn,4,7.2,2023,26,MIN,16,12,75,48,540,11.3,3,33.8,64,28,45.3,48,0,540,0,821,73.2,0,0,1,0.2,4,WR
870,Cade Otton,4,6.8,2023,24,TAM,17,17,67,47,455,9.7,4,26.8,70.1,22,49.3,47,0,455,0,1064,96.5,0,0,4,0.9,4,TE
871,Trey Palmer,4,5.7,2023,22,TAM,17,8,68,39,385,9.9,3,22.6,57.4,17,41.2,42,22,407,0,718,65.1,0,0,5,1.2,4,WR
872,DeVante Parker,4,7.1,2021,28,MIA,10,8,73,40,515,12.9,2,51.5,54.8,29,50.7,40,0,515,0,539,46.7,0,0,0,0,4,WR
873,DeVante Parker,4,11.5,2022,29,NWE,13,11,47,31,539,17.4,3,41.5,66,25,59.6,31,0,539,0,545,51.8,0,0,2,0.4,4,WR
874,Zach Pascal,4,5.6,2021,27,IND,16,13,69,38,384,10.1,3,24,55.1,16,37.7,40,21,405,14,872,78.3,0,0,62,14,4,WR
875,Cordarrelle Patterson,4,5.3,2020,29,CHI,16,3,25,21,132,6.3,0,8.3,84,7,48,85,232,364,1017,201,18.8,0,0,146,32.2,4,WR
876,Breshad Perriman,4,8.4,2020,27,NYJ,12,12,60,30,505,16.8,3,42.1,50,20,36.7,31,6,511,0,651,65.8,0,0,0,0,4,WR
877,Dante Pettis,4,10.4,2018,23,SFO,12,7,45,27,467,17.3,5,38.9,60,19,44.4,28,-2,465,27,452,42.8,0,0,17,3.7,4,WR
878,Alec Pierce,4,7.6,2022,22,IND,16,12,78,41,593,14.5,2,37.1,52.6,28,46.2,41,0,593,0,725,63,0,0,1,0.2,4,WR
879,Kyle Pitts,4,6,2022,22,ATL,10,10,59,28,356,12.7,2,35.6,47.5,20,42.4,28,0,356,0,434,41.3,0,0,0,0,4,TE
880,Jalen Reagor,4,7.3,2020,21,PHI,11,11,54,31,396,12.8,1,36,57.4,19,46.3,35,26,422,94,511,45.2,0,0,14,3.2,4,WR
881,Jordan Reed,4,6.6,2018,28,WAS,13,8,84,54,558,10.3,2,42.9,64.3,26,50,54,0,558,0,512,50.2,0,0,0,0,4,TE
882,Hunter Renfrow,4,8.5,2019,24,OAK,13,4,71,49,605,12.3,4,46.5,69,30,54.9,49,0,605,38,435,42.6,0,0,16,3.7,4,WR
883,Josh Reynolds,4,7.6,2018,23,LAR,16,8,53,29,402,13.9,5,25.1,54.7,23,47.2,31,8,410,0,611,55.5,0,0,97,20.4,4,WR
884,Josh Reynolds,4,7.6,2020,25,LAR,16,13,81,52,618,11.9,2,38.6,64.2,31,56.8,53,5,623,0,802,71.7,0,0,5,1.1,4,WR
885,Josh Reynolds,4,8.1,2021,26,DETTEN,12,5,49,29,396,13.7,2,33,59.2,21,53.1,29,0,396,0,475,20.8,0,0,2,0.2,4,WR
886,Andre Roberts,4,7.5,2016,28,DET,16,1,25,14,188,13.4,1,11.8,56,9,52,14,0,188,993,258,24.9,0,0,135,32.5,4,WR
887,Seth Roberts,4,8.7,2015,24,OAK,16,5,55,32,480,15,5,30,58.2,21,49.1,32,0,480,47,564,53.6,0,0,13,2.7,4,WR
888,Seth Roberts,4,7,2017,26,OAK,15,7,65,43,455,10.6,1,30.3,66.2,23,56.9,43,0,455,0,749,74.3,0,0,0,0,4,WR
889,Seth Roberts,4,7.7,2018,27,OAK,15,7,64,45,494,11,2,32.9,70.3,24,53.1,48,5,499,0,569,54.6,0,0,0,0,4,WR
890,Seth Roberts,4,7.7,2019,28,BAL,16,0,35,21,271,12.9,2,16.9,60,18,57.1,21,0,271,0,550,49.8,0,0,0,0,4,WR
891,Aldrick Robinson,4,10.1,2016,28,ATL,16,1,32,20,323,16.2,2,20.2,62.5,14,59.4,20,0,323,27,315,30.3,0,0,46,9.7,4,WR
892,Demarcus Robinson,4,7.9,2020,26,KAN,16,9,59,45,466,10.4,3,29.1,76.3,26,59.3,45,0,466,8,711,64.5,0,0,46,10.4,4,WR
893,Demarcus Robinson,4,9.5,2023,29,LAR,16,4,39,26,371,14.3,4,23.2,66.7,20,59,27,23,394,20,396,34.5,0,0,93,20,4,WR
894,Wan'Dale Robinson,4,6.7,2023,22,NYG,15,8,78,60,525,8.8,1,35,76.9,29,53.8,69,87,612,0,641,58.1,0,0,0,0,4,WR
